章节或编码,中文名称
PK96.1,与损伤或伤害有关的妇产科装置：治疗、非手术或康复装置
PK96.2,与损伤或伤害有关的妇产科装置：假体或其他植入物、材料或辅助装置
PK96.3,与损伤或伤害有关的妇产科装置：手术器械、材料或装置
PK96.4,与损伤或伤害有关的妇产科装置：其他装置，不可归类在他处者
PK96.Y,其他特指的与损伤或伤害有关的妇产科装置、植入物或移植物
PK96.Z,未特指的与损伤或伤害有关的妇产科装置、植入物或移植物
PK97.0,与损伤或伤害有关的眼科装置：诊断或监测装置
PK97.1,与损伤或伤害有关的眼科装置：治疗、非手术或康复装置
PK97.2,与损伤或伤害有关的眼科装置：假体或其他植入物、材料或辅助装置
PK97.3,与损伤或伤害有关的眼科装置：手术器械、材料或装置
PK97.4,与损伤或伤害有关的眼科装置：其他装置，不可归类在他处者
PK97.Y,其他特指的与损伤或伤害有关的眼科装置、植入物或移植物
PK97.Z,未特指的与损伤或伤害有关的眼科装置、植入物或移植物
PK98.0,与损伤或伤害有关的放射学装置：诊断或监测装置
PK98.1,与损伤或伤害有关的放射学装置：治疗、非手术或康复装置
PK98.2,与损伤或伤害有关的放射学装置：假体或其他植入物、材料或辅助装置
PK98.3,与损伤或伤害有关的放射学装置：手术器械、材料或装置
PK98.4,与损伤或伤害有关的放射学装置：其他装置，不可归类在他处者
PK98.Y,其他特指的与损伤或伤害有关的放射学装置
PK98.Z,未特指的与损伤或伤害有关的放射学装置
PK99.0,与损伤或伤害有关的矫形外科装置：诊断或监测装置
PK99.1,与损伤或伤害有关的矫形外科装置：治疗、非手术或康复装置
PK99.2,与损伤或伤害有关的矫形外科装置：假体或其他植入物、材料或附件装置
PK99.3,与损伤或伤害有关的矫形外科装置：手术器械、材料或装置
PK99.4,与损伤或伤害有关的矫形外科装置：其他装置，不可归类在他处者
PK99.Y,其他特指的与损伤或伤害有关的矫形外科装置、植入物或植入物
PK99.Z,未特指的与损伤或伤害有关的矫形外科装置、植入物或植入物
PK9A.0,与损伤或伤害有关的理疗装置：诊断或监测装置
PK9A.1,与损伤或伤害有关的理疗装置：治疗、非手术或康复装置
PK9A.20,与有害事件有关的通讯系统设备
PK9A.21,与理疗护理环境有害事件有关的通讯系统设备
PK9A.22,与有害事件有关的环境控制系统
PK9A.23,与有害事件有关的助行器
PK9A.24,与有害事件有关的矫正装置
PK9A.2Y,其他特指的与损伤或伤害有关的理疗装置：假体或其他植入物、材料或辅助装置
PK9A.2Z,未特指的与损伤或伤害有关的理疗装置：假体或其他植入物、材料或辅助装置
PK9A.3,与损伤或伤害有关的理疗装置：手术器械、材料或装置
PK9A.4,与损伤或伤害有关的理疗装置：其他装置，不可归类在他处者
PK9A.Y,其他特指的与损伤或伤害有关的理疗装置
PK9A.Z,未特指的与损伤或伤害有关的理疗装置
PK9B.0,与损伤或伤害有关的普通外科或整形外科装置：诊断或监测装置
PK9B.1,与损伤或伤害有关的普通外科或整形外科装置：治疗、非手术或康复装置
PK9B.2,与损伤或伤害有关的普通外科或整形外科装置：假体或其他植入物、材料或辅助装置
PK9B.3,与损伤或伤害有关的普通外科或整形外科装置：手术器械、材料或装置
PK9B.4,与损伤或伤害有关的普通外科或整形外科装置：其他装置，不可归类在他处者
PK9B.Y,其他特指的与损伤或伤害有关的普通外科或整形外科装置、植入物或移植物
PK9B.Z,未特指的与损伤或伤害有关的普通外科或整形外科装置、植入物或移植物
PK9C.0,与损伤或伤害有关的其他或未特指的医疗装置：诊断或监测装置
PK9C.1,与损伤或伤害有关的其他或未特指的医疗装置：治疗、非手术或康复装置
PK9C.2,与损伤或伤害有关的其他或未特指的医疗装置：假体或其他植入物、材料或辅助装置
PK9C.30,不可吸收的外科材料的机械并发症，不可归类在他处者
PK9C.31,永久缝线的机械并发症
PK9C.3Y,其他特指的与损伤或伤害有关的其他或未特指的医疗装置：手术器械、材料或装置
PK9C.3Z,未特指的与损伤或伤害有关的其他或未特指的医疗装置：手术器械、材料或装置
PK9C.4,与损伤或伤害有关的其他或未特指的医疗装置：多用途装置，不可归类在他处者
PL00,在治疗中使用与损伤或伤害有关的药物、药剂或生物制品
PL01.0,在治疗中使用与损伤或伤害有关的补充或传统药物：草药制剂或药方
PL01.1,在治疗中使用与损伤或伤害有关的补充或传统药物：膳食补充剂、维生素或矿物质
PL01.2,在治疗中使用与损伤或伤害有关的补充或传统医学：补充或传统医学，不可归类在他处者
PL01.Y,其他特指的在治疗中使用与损伤或伤害有关的补充或传统医学
PL01.Z,在治疗中使用与损伤或伤害有关的补充或传统医学，未特指的
PL0Z,在治疗中使用与损伤或伤害有关的物质，未特指的
PL10,与损伤或伤害原因有关的其他健康护理
PL11.0,切割、穿刺或撕裂，作为损伤或伤害的方式
PL11.1,在操作中发生的烧伤，作为损伤或伤害的方式
PL11.20,空气栓塞，作为损伤的方式
PL11.2Y,其他特指的栓塞，作为损伤或伤害的方式
PL11.2Z,未特指的栓塞，作为损伤或伤害的方式
PL11.3,异物意外留存于体内，作为损伤或伤害的方式
PL11.4,无菌预防措施失败，作为损伤或伤害的方式
PL11.5,在错误的部位或侧面进行操作，作为损伤或伤害的方式
PL11.6,压力，作为损伤或伤害的方式
PL11.Y,其他特指的与外科或其他医疗操作相关的损伤或伤害方式
PL11.Z,未特指的与外科或其他医疗操作相关的损伤或伤害方式
PL12.0,结构设备故障，作为损伤或伤害的方式
PL12.1,功能器件失效，作为损伤或伤害的方式
PL12.2,装置穿孔或突出，作为损伤或伤害的方式
PL12.3,装置引起的梗阻，作为损伤或伤害的方式
PL12.4,移位、错接或脱落，作为损伤或伤害的方式
PL12.5,操作员失误，作为损伤或伤害的方式
PL12.6,由于操作员失误和装置故障并存或交互，作为损伤或伤害的方式
PL12.Y,其他特指的与外科手术或其他医疗装置相关的损伤或伤害方式
PL12.Z,未特指的与外科手术或其他医疗装置相关的损伤或伤害方式
PL13.0,服药过量，作为损伤或伤害的方式
PL13.1,剂量不足，作为损伤或伤害的方式
PL13.2,在正确用药或剂量范围内与药物有关的损伤或伤害，作为损伤或伤害的方式
PL13.3,用错药物，作为损伤或伤害的方式
PL13.4,错误的给药途径，作为损伤或伤害的方式
PL13.5,错误的给药时长或疗程，作为损伤或伤害的方式
PL13.6,已知为变应原[过敏原]的药剂或药物，作为损伤或伤害的方式
PL13.7,已知为病人禁忌使用的药剂或药物，作为损伤或伤害的方式
PL13.8,过期或变质的药品或药物，作为损伤或伤害的方式
PL13.9,具有交互作用药品或药物，作为损伤或伤害的方式
PL13.A,不适当地停止或中止药品，作为损伤或伤害的方式
PL13.Y,其他特指的与暴露于药物、药剂或生物制品相关的损伤或伤害方式
PL13.Z,未特指的与暴露于药物、药剂或生物制品相关的损伤或伤害方式
PL14.0,未给予必要的药品
PL14.1,未提供必要的操作
PL14.2,与病人身体移动有关的问题
PL14.3,在输血中使用配错的血
PL14.4,与输血相关的其他问题
PL14.5,与身体约束相关的问题
PL14.6,与隔离协议相关的问题
PL14.7,与临床文档相关的问题
PL14.8,与临床软件相关的问题
PL14.9,误诊
PL14.A,延迟诊断
PL14.B,延迟治疗
PL14.C,病人接受了本打算为另一个病人进行的诊断试验或治疗
PL14.D,与护理、交接或移交的过渡相关的问题
PL14.E,在医疗保健中跌落
PL14.Y,与损伤或伤害有关的其他特指的医疗方面
PL14.Z,与其他医疗保健有关原因相关的损伤或伤害方式，未特指的
PL2Y,其他特指的疾病或死亡的外因
PL2Z,疾病或死亡的外因，未特指的
QA00.0,一般性医学检查
QA00.1,儿童常规健康检查
QA00.2,常规新生儿健康检查
QA00.3,一般性精神科检查
QA00.4,器官或组织的可能供者接受的检查
QA00.5,为临床研究项目的正常比较或对照接受的检查
QA00.6,眼或视力检查
QA00.7,耳和听力检查
QA00.8,牙科检查
QA00.9,妇科检查
QA00.A,皮肤或其他致敏试验
QA00.B,放射学检查
QA00.C,实验室检查
QA00.D,为血型测试而就诊
QA00.E,为抗体反应筛查而就诊
QA00.Y,其他特指的无主诉或诊断报告的人接受的一般性检查或调查
QA00.Z,无主诉或诊断报告的人接受的一般性检查或调查，未特指的
QA01.0,为入学接受的检查
QA01.1,就业前接受的检查
QA01.2,为进入居住机构接受的检查
QA01.3,征兵中新兵接受的检查
QA01.4,为办驾照接受的检查
QA01.5,为参加体育运动接受的检查
QA01.6,为保险目的接受的检查
QA01.7,签发医学证明书
QA01.8,为领养子女而就诊
QA01.Y,其他特指的为行政管理目的而接受检查或就诊
QA01.Z,为行政管理目的而接受检查或就诊，未特指的
QA02.0,可疑结核的观察，已排除
QA02.1,可疑登革热的观察，已排除
QA02.2,可疑恶性肿瘤的观察，已排除
QA02.3,可疑精神或行为障碍的观察，已排除
QA02.4,可疑神经系统疾患的观察，已排除
QA02.5,摄入物质引起可疑毒性效应的观察，已排除
QA02.6,新生儿可疑情况的观察和评估，已排除
QA02.7,可疑自杀意念或企图的观察，已排除
QA02.8,可疑致敏或过敏的观察，已排除
QA02.Y,其他可疑疾病或情况的医学观察或评估，已排除
QA03.0,职业性健康检查
QA03.1,公共机构居民的常规一般性健康查体
QA03.2,军队的常规一般性健康查体
QA03.3,体育比赛队的常规一般性健康查体
QA03.Y,其他特指的限定人群的常规一般性健康查体
QA03.Z,限定人群的常规一般性健康查体，未特指的
QA04.0,对血中酒精或血中药物浓度的检验
QA04.1,对血液以外的酒精和药物浓度的检验
QA04.2,运输事故后接受的检查或观察
QA04.3,工作事故后接受的检查或观察
QA04.4,工作或运输事故以外的其他事故后接受的检查或观察
QA04.50,对可疑身体虐待的检查或观察
QA04.51,对可疑性虐待的检查或观察
QA04.52,对可疑心理虐待的检查或观察
QA04.53,对可疑被忽视照料或遗弃的检查或观察
QA04.5Y,其他特指的对可疑虐待的检查或观察
QA04.5Z,对可疑虐待的检查或观察，未特指的
QA04.6,接受权威机构要求的一般性精神科检查
QA04.7,为法医学原因进行的检查
QA04.Y,其他特指的对可疑疾病或情况或行政管理目的以外的其他原因的检查或观察
QA04.Z,对可疑疾病或情况或行政管理目的以外的其他原因的检查或观察，未特指的
QA05,为解释调查所见进行的人员咨询
QA06,恶性肿瘤治疗后的随诊检查
QA07.0,器官移植后的随诊检查
QA07.Y,其他特指的治疗后的随诊检查（除外恶性肿瘤治疗后的随诊检查）
QA07.Z,治疗后的随诊检查（除外恶性肿瘤治疗后的随诊检查），未特指的
QA08.0,肠道传染病的特殊筛查
QA08.1,呼吸道结核的特殊筛查
QA08.2,其他细菌性疾病的特殊筛查
QA08.3,主要为性传播模式的传染病的特殊筛查
QA08.4,人类免疫缺陷病毒的特殊筛查
QA08.5,其他病毒性疾病的特殊筛查
QA08.6,其他原虫病或蠕虫病的特殊筛查
QA08.Y,其他特指感染性疾病的特殊筛查
QA08.Z,未特指感染性疾病的特殊筛查
QA09.0,胃部肿瘤的特殊筛查
QA09.1,肠道肿瘤的特殊筛查
QA09.2,呼吸器官肿瘤的特殊筛查
QA09.3,乳房肿瘤的特殊筛查
QA09.4,宫颈肿瘤的特殊筛查
QA09.5,前列腺肿瘤的特殊筛查
QA09.6,膀胱肿瘤的特殊筛查
QA09.7,皮肤肿瘤的特殊筛查
QA09.Y,其他特指的肿瘤的特殊筛查
QA09.Z,未特指部位肿瘤的特殊筛查
QA0A.0,血液或造血器官疾病或某些涉及免疫机制的疾病的特殊筛查
QA0A.10,糖尿病的特殊筛查
QA0A.1Y,其他特指的内分泌和代谢紊乱特殊筛查
QA0A.1Z,内分泌和代谢紊乱特殊筛查，未特指的
QA0A.2,营养疾患的特殊筛查
QA0A.3,精神或行为障碍的特殊筛查
QA0A.4,童年时某些发育障碍的特殊筛查
QA0A.5,眼或耳疾患的特殊筛查
QA0A.6,心血管疾患的特殊筛查
QA0A.7,变应性和过敏性疾病的特殊筛查
QA0A.Y,疾病和疾患的特殊筛查，不可归类在他处者
QA0A.Z,其他疾病或疾患的特殊筛查，未特指的
QA0B,术前检查
QA0Y,其他检查或调查
QA0Z,检查或调查，未特指的
QA10,为膳食咨询或监督而与保健机构接触
QA11,为酒精使用咨询或监督而与保健机构接触
QA12,为药物使用咨询或监督而与保健机构接触
QA13,为烟草滥用的咨询而与保健机构接触
QA14,为人类免疫缺陷病毒的咨询而与保健机构接触
QA15.0,与性态度有关的咨询
QA15.1,对有关人的性行为和性取向或性关系的咨询
QA15.2,有关第三方的性行为和性取向或性关系的咨询
QA15.3,有关综合了性态度、性行为和性关系问题的咨询
QA15.Y,其他特指的与性有关的咨询
QA15.Z,与性有关的咨询，未特指的
QA16,个人心理或行为的咨询
QA17,婚姻或夫妻关系的咨询
QA18,家庭关系的咨询
QA19,团队关系的咨询
QA1A,围绕临近死亡问题的讨论
QA1B,对医疗的忧虑或恐惧
QA1C,未作诊断而具有恐惧主诉的人
QA1Y,为其他特指的咨询而与保健机构接触
QA1Z,为未特指的咨询而与保健机构接触
QA20,为关注妊娠而与保健机构接触
QA21.0,为性交后避孕而与保健机构接触
QA21.1,为避孕的一般咨询或指导而与保健机构接触
QA21.2,为放置避孕装置而与保健机构接触
QA21.3,为绝育而与保健机构接触
QA21.4,为月经引出而与保健机构接触
QA21.5,避孕药的监督
QA21.60,在非妊娠子宫中无损伤或伤害地保留宫内节育器
QA21.6Y,其他特指的避孕装置的监督
QA21.6Z,避孕装置的监督，未特指的
QA21.Y,其他特指的避孕问题
QA21.Z,避孕问题，未特指的
QA30.00,为输卵管内配子移植术而与保健机构接触
QA30.01,为通过人工授精生育而与保健机构接触
QA30.02,为医学辅助授精而与保健机构接触
QA30.0Y,为其他特指的辅助授精而与保健机构接触
QA30.0Z,为未特指的辅助授精而与保健机构接触
QA30.10,为体外受精而与保健机构接触
QA30.11,为取卵而与保健机构接触
QA30.12,为胚胎移植而与保健机构接触
QA30.13,为卵子植入而与保健机构接触
QA30.14,为采卵用于体外受精而与保健机构接触
QA30.15,为采卵或卵子植入而与保健机构接触
QA30.1Y,为其他特指的辅助生殖技术而与保健机构接触
QA30.1Z,为未特指的辅助生殖技术而与保健机构接触
QA30.20,为辅助生殖技术中的控制性卵巢刺激而与保健机构接触
QA30.21,为非辅助生殖技术周期中的控制性卵巢刺激而与保健机构接触
QA30.22,为诱导排卵而与保健机构接触
QA30.2Y,为其他特指的辅助受精方法而与保健机构接触
QA30.2Z,为未特指的辅助受精方法而与保健机构接触
QA30.Y,其他特指的为医学辅助生殖而与保健机构接触
QA30.Z,为医学辅助生殖而与保健机构接触，未特指的
QA31,为遗传咨询而与保健机构接触
QA32,为既往绝育术后的输卵管或输精管成形术而与保健机构接触
QA33,为孕前咨询而与保健机构接触
QA34,为保留生育能力的咨询而与保健机构接触
QA35,为妊娠载体而与保健机构接触
QA3Y,未其他特指的生育管理而与保健机构接触
QA3Z,生育问题，未特指的
QA40,妊娠检查或检验
QA41,妊娠状态
QA42.0,首次正常妊娠的监督
QA42.Y,其他特指的正常妊娠监督
QA42.Z,正常妊娠监督，未特指的
QA43.0,具有不孕症史者的妊娠监督
QA43.1,具有流产结局史者的妊娠监督
QA43.2,具有其他不良生殖或产科病史者的妊娠监督
QA43.30,隐瞒怀孕
QA43.3Y,其他特指的具有缺乏产前医疗照顾史者的妊娠监督
QA43.3Z,具有缺乏产前医疗照顾史者的妊娠监督，未特指的
QA43.4,高龄初孕妇的监督
QA43.5,极年轻初孕妇的监督
QA43.6,社会问题引起的高危妊娠监督
QA43.Y,其他特指的高危妊娠监督
QA43.Z,高危妊娠监督，未特指的
QA44,准父母产前就诊
QA45.0,为染色体异常进行产前筛查
QA45.1,由于甲胎蛋白水平升高而进行产前筛查
QA45.Y,其他特指的产前筛查
QA45.Z,产前筛查，未特指的
QA46.0,单一活产
QA46.1,单一死产
QA46.2,双胎，均为活产
QA46.3,双胎，一为活产，一为死产
QA46.4,双胎，均为死产
QA46.5,三胎，均为活产
QA46.6,三胎，某些为活产
QA46.7,三胎，均为死产
QA46.8,四胎，均为活产
QA46.9,四胎，某些为活产
QA46.A,四胎，均为死产
QA46.B,五胎，均为活产
QA46.C,五胎，某些为活产
QA46.D,五胎，均为死产
QA46.E,六胎，均为活产
QA46.F,六胎，某些为活产
QA46.G,六胎，均为死产
QA46.H,其他多胎产，均为活产
QA46.J,其他多胎产，某些为活产
QA46.K,其他多胎产，均为死产
QA46.Z,分娩结局，未特指的
QA47.00,单一活产婴儿，阴道分娩
QA47.01,单一活产婴儿，剖宫产
QA47.0Y,其他特指的单胎，在医院出生
QA47.0Z,单胎，在医院出生，未特指的
QA47.1,单胎，在医院外出生
QA47.2,单胎，未特指出生地点
QA47.30,双胎活产婴儿，阴道分娩
QA47.31,双胎活产婴儿，剖宫产
QA47.3Y,其他特指的双胎，在医院出生
QA47.3Z,双胎，在医院出生，未特指的
QA47.4,双胎，在医院外出生
QA47.5,双胎，未特指出生地点
QA47.60,非双胎的多胎，阴道分娩
QA47.61,非双胎的多胎，剖宫产
QA47.6Y,其他特指的非双胎的多胎，在医院出生
QA47.6Z,非双胎的多胎，在医院出生，未特指的
QA47.7,非双胎的多胎，在医院外出生
QA47.8,其他多胎，未特指出生地点
QA47.Z,按照出生地点划分活产婴儿，未特指的
QA48.0,产后即刻照护或检查
QA48.1,授乳母亲的照护或检查
QA48.2,常规产后随诊
QA48.Y,其他特指的产后照护或检查
QA48.Z,产后照护或检查，未特指的
QA49,与非意愿妊娠有关的问题
QA4A,与多胎产有关的问题
QA4B,为更年期咨询而与保健机构接触
QA4Y,其他特指的为生殖相关的原因而与保健机构接触
QA4Z,为生殖相关的原因而与保健机构接触，未特指的
QA50,栓塞，无损伤或伤害
QA51,异物意外遗留体内，无损伤或伤害
QA52,无菌预防措施失败，无损伤或伤害
QA53,压力作为潜在的伤害方式，无损伤或伤害
QA5Y,其他特指的与手术或其他医疗操作有关的影响照护的情况，无损伤或伤害
QA5Z,与手术或其他医疗操作有关的影响照护的情况，无损伤或伤害，未特指的
QA60,结构设备故障，无损伤或伤害
QA61,功能设备故障，无损伤或伤害
QA62,手术或医疗设备的移位、错误连接或脱附，无损伤或伤害
QA63,设备的障碍物，无损伤或伤害
QA64,操作员失误，无损伤或伤害
QA65,操作员失误和设备故障的联合或交互作用，无损伤或伤害
QA6Y,其他特指的与外科或其他医疗器械有关的情况，无损伤或伤害
QA6Z,与外科或其他医疗器械有关的影响照护情况，无损伤或伤害，未特指的
QA70,某类物质过量，无损伤或伤害
QA71,剂量不足，无损伤或伤害
QA72,错误的物质，无损伤或伤害
QA73,不正确的给药途径，无损伤或伤害
QA74,未指明适当的剂量或给药方式，无损伤或伤害
QA75,不正确的给药周期或治疗过程，无损伤或伤害
QA76,已知为变应原的药物或物质，无损伤或伤害
QA77,已知为对病人是禁忌的药物或物质，无损伤或伤害
QA78,已过期或变质的药物或物质，无损伤或伤害
QA79,药物或物质的相互作用，无损伤或伤害
QA7A,不适当的停药或不连续用药，无损伤或伤害
QA7Y,其他特指的与接触药物、药物或生物制品有关的影响照护的情况，无损伤或伤害
QA7Z,与接触药物、药物或生物制品有关的影响照护的情况，无损伤或伤害，未特指的
QA80,未给与服用必要的药物，无损伤或伤害
QA81,未提供必要的操作，无损伤或伤害
QA82,与病人的身体转送有关的问题，无损伤或伤害
QA83,在输血时使用不匹配的血液，无损伤或伤害
QA84,其他与输血有关的问题，无损伤或伤害
QA85,身体被约束的问题，无损伤或伤害
QA86,隔离程序问题，无损伤或伤害
QA87,临床文档记录问题，无损伤或伤害
QA88,临床软件问题，无损伤或伤害
QA89,误诊，无损伤或伤害
QA8A,延迟诊断，无损伤或伤害
QA8B,延迟治疗，无损伤或伤害
QA8C,照护过渡、交接或移交的问题，无损伤或伤害
QA8D,病人接受了本应为另一名病人进行的诊断性检验或治疗，未记录到损伤或伤害
QA8E,在卫生保健中跌落，无损伤或伤害
QA8F,针刺，无损伤或伤害
QA8Y,其他特指的与照护的其他方面有关的影响照护的情况，无损伤或伤害
QA8Z,与照护的其他方面有关的影响照护的情况，无损伤或伤害，未特指的
QB0Y,其他特指的与卫生保健有关的影响照护的情况，无损伤或伤害
QB0Z,与卫生保健有关的影响照护的情况，无损伤或伤害，未特指的
QB10,家中不具备医疗条件
QB11,等待入住他处有充足设施的人
QB12.0,器官移植的候选人
QB12.Y,其他特指的处于检查或治疗等待周期而非处于等待入住到有充足设施的他处
QB12.Z,处于检查或治疗等待周期而非处于等待入住到有充足设施的他处，未特指的
QB13,除卫生保健设施以外的帮助机构的不可用性或不可及性
QB14,卫生保健设施的不可用性或不可及性
QB15,目前医疗设施无法提供医疗服务
QB16,暂时性照料
QB1Y,其他特指的与医疗设施或其他卫生保健有关的因素
QB1Z,与医疗设施或其他卫生保健有关的因素，未特指的
QB20,供血者
QB21,供骨髓者
QB22,供肾者
QB23,供角膜者
QB24,供肝者
QB25,供心脏者
QB2Y,其他特指器官或组织的供者
QB2Z,器官或组织的供者，未特指的
QB30.00,骨传导装置的调整或管理
QB30.01,耳蜗设备的调整或管理
QB30.0Y,其他植入性听力装置的调整或管理
QB30.0Z,植入性听力装置的调整或管理，未特指的
QB30.1,输液泵的调整或管理
QB30.20,心脏起搏器的调整或管理
QB30.21,心脏再同步治疗除颤器的调整或管理
QB30.22,心脏再同步治疗起搏器的调整或管理
QB30.23,心脏除颤器的调整或管理
QB30.2Y,其他特指的心脏设备的调整或管理
QB30.2Z,心脏设备的调整或管理，未特指的
QB30.3,血管通路装置的调整或管理
QB30.4,胃植入装置的调整或管理
QB30.5,泌尿装置的安装或调整
QB30.6,乳房植入物的调整或管理
QB30.7,鼓膜切开术支架或鼓膜置管的调整或移除
QB30.8,神经刺激器的调整和管理
QB30.9,脑脊液引流装置的安装或调整
QB30.A,神经起搏器的安装或调整
QB30.Y,其他特指植入装置的安装、调整或管理
QB30.Z,植入装置的安装、调整或管理，未特指的
QB31.00,人工臂的安装或调整
QB31.01,人工腿的安装或调整
QB31.02,人工眼的安装或调整
QB31.03,外部乳房假体的安装或调整
QB31.0Y,其他特指的外部假体装置的安装或调整
QB31.0Z,外部假体装置的安装或调整，未特指的
QB31.1,矫形装置的安装或调整
QB31.2,口腔正畸装置的安装或调整
QB31.3,牙科假体装置安装或调整
QB31.4,助听器的安装或调整
QB31.5,眼镜或隐形眼镜的配戴或调整
QB31.Y,其他特指的外部装置的安装、调整或管理
QB31.Z,外部装置的安装、调整或管理，未特指的
QB3Z,装置的安装、调整或管理，未特指的
QB40,依赖吸引器
QB41,依赖呼吸机
QB42,依赖肾透析
QB43,依赖人工心脏
QB44,依赖轮椅
QB4Y,依赖其他特指的机器或装置
QB4Z,依赖未特指的机器或装置
QB50.00,具有心脏起搏器
QB50.01,具有心脏再同步治疗除颤器
QB50.02,具有心脏再同步治疗起搏器
QB50.03,具有心律转复除颤器
QB50.0Y,其他特指的具有心脏起搏器
QB50.0Z,具有心脏起搏器，未特指的
QB50.1,具有主动脉冠状动脉旁路移植物
QB50.2,具有假体心脏瓣膜
QB50.3,具有异种心脏瓣膜
QB50.4,具有冠状动脉血管成形术植入物或移植物
QB50.Y,具有其他特指的心脏或血管植入物或移植物
QB50.Z,具有未特指的心脏或血管植入物或移植物
QB51.0,具有神经刺激器
QB51.1,具有泌尿生殖器植入物
QB51.2,具有人工晶状体
QB51.3,具有耳科或听力学的植入物
QB51.4,具有人工喉
QB51.5,具有内分泌植入物
QB51.6,具有牙根或下颌骨的植入物
QB51.7,具有矫形外科关节植入物
QB51.8,具有人工眼
QB51.9,具有假肢
QB51.A,具有牙科修复装置
QB51.B,具有外部助听器
QB51.C,具有避孕装置
QB51.D,具有脑脊液引流装置
QB51.Y,具有心脏或血管植入物以外的其他特指装置
QB5Z,具有未特指的装置
QB60,具有关节融合
QB61.0,具有气管造口
QB61.1,具有胸腔造口
QB61.2,具有胃造口
QB61.30,具有回肠造口
QB61.3Y,具有其他特指的小肠造口
QB61.3Z,具有小肠造口，未特指的
QB61.4,具有结肠造口
QB61.5,具有膀胱造口
QB61.6,具有肾造口
QB61.7,具有输尿管造口
QB61.8,具有尿道造口
QB61.Y,具有其他的人工造口
QB61.Z,具有人工造口，未特指的
QB62.0,对气管造口的维护
QB62.1,对胃造口的维护
QB62.2,对回肠造口的维护
QB62.3,对结肠造口的维护
QB62.4,对膀胱造口的维护
QB62.5,对人工阴道的维护
QB62.6,对肾造口的维护
QB62.7,对输尿管造口的维护
QB62.8,对尿道造口的维护
QB62.Y,对其他人工造口的维护
QB62.Z,对人工造口的维护，未特指的
QB63.0,具有移植肾
QB63.1,具有移植心脏
QB63.2,具有移植肺
QB63.3,具有移植肝
QB63.4,具有移植皮肤
QB63.5,具有移植骨
QB63.6,具有移植骨髓
QB63.7,具有输血血液
QB63.8,具有移植干细胞
QB63.9,具有移植角膜
QB63.Y,具有其他特指的移植器官或组织
QB63.Z,具有移植器官或组织，未特指的
QB6Y,其他特指的手术中或手术后的状态
QB6Z,手术中或手术后的状态，未特指的
QB70,化学治疗后恢复期
QB71,心理治疗后恢复期
QB72,骨折治疗后恢复期
QB73,联合治疗后恢复期
QB7Y,其他特指的恢复期
QB7Z,恢复期，未特指的
QB80.0,为与恶性肿瘤有关危险因素的预防性手术而与保健机构接触
QB80.Y,其他特指的预防性手术
QB80.Z,预防性手术，未特指的
QB81,为的体表不能接受的外貌进行整形手术（除外毛发移植）而与保健机构接触
QB82,为例行或仪式性的割礼[包皮环切术]而与保健机构接触
QB83,涉及整形手术的随诊医疗
QB84,涉及取出骨折板或其他内固定装置的随诊医疗
QB85,对外科敷料、引流或缝线的维护
QB86,为毛发移植而与保健机构接触
QB8Y,为其他特指的外科干预而与保健机构接触
QB8Z,为特定的外科干预而与保健机构接触，未特指的
QB90,为穿耳孔而与保健机构接触
QB91,为除耳意外的身体部位穿孔而与保健机构接触
QB92,为再次开处方而与保健机构接触
QB93,为口腔正畸医疗而与保健机构接触
QB94.0,透析的准备性医疗
QB94.1,涉及体外透析的医疗
QB94.2,涉及腹膜透析的医疗
QB94.Y,涉及其他特指透析的医疗
QB94.Z,涉及透析的医疗，未特指的
QB95.0,心脏康复
QB95.1,物理康复
QB95.2,酒精康复
QB95.3,药物康复
QB95.4,心理治疗
QB95.5,言语治疗
QB95.6,视轴矫正训练
QB95.7,职业疗法或职业康复
QB95.8,烟草康复
QB95.Y,涉及使用其他特指的康复操作的医疗
QB95.Z,涉及使用康复操作的医疗，未特指的
QB96,放射治疗疗程
QB97,肿瘤的化学治疗疗程
QB98,无诊断报告的输血
QB99,成分输血
QB9A,为随后治疗的准备医疗
QB9B,姑息性医疗
QB9C,变应原免疫治疗
QB9Y,其他特指的不涉及装置的非手术干预
QB9Z,不涉及装置的非手术干预，未特指的
QC00.0,仅抗霍乱的免疫接种的需要
QC00.1,仅抗伤寒-副伤寒的免疫接种的需要
QC00.2,抗结核的免疫接种的需要
QC00.3,为抗鼠疫采取必要的免疫
QC00.4,为抗兔热病[土拉菌病]采取必要的免疫
QC00.5,仅抗破伤风的免疫接种的需要
QC00.6,仅抗白喉的免疫接种的需要
QC00.7,仅抗百日咳的免疫接种的需要
QC00.Y,其他特指的抗单一细菌性疾病的免疫接种的需要
QC00.Z,抗单一细菌性疾病的免疫接种的需要，未特指的
QC01.0,为抗脊髓灰质炎采取必要的免疫
QC01.1,为抗节肢动物媒介的病毒性脑炎采取必要的免疫
QC01.2,为抗狂犬病采取必要的免疫
QC01.3,为抗黄热病采取必要的免疫
QC01.4,仅抗麻疹的免疫接种的需要
QC01.5,仅抗风疹的免疫接种的需要
QC01.6,为抗病毒性肝炎采取必要的免疫
QC01.7,仅抗流行性腮腺炎的免疫接种的需要
QC01.8,为抗流行性感冒采取必要的免疫
QC01.Y,其他特指的抗某些单一病毒性疾病的免疫接种的需要
QC01.Z,抗某些单一病毒性疾病的免疫接种的需要，未特指的
QC02.0,为抗利什曼病采取必要的免疫
